,full_name,resale_price,registered_year,engine_capacity,insurance,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,transmission_type_Automatic,transmission_type_Manual
15783,2018 Skoda Rapid 1.0 TSI Style AT,8400,2018,999,Comprehensive,83000,First Owner,Petrol,5,1624,Sedan,Mumbai,1,0
15784,2021 Maruti Ertiga VXI AT,13919,2021,1462,Comprehensive,23000,First Owner,Petrol,7,1799,MUV,Mumbai,1,0
15785,2019 Volvo S90 D4 Momentum,45600,2019,1969,Comprehensive,38000,First Owner,Diesel,5,18,Sedan,Mumbai,1,0
15786,2019 Honda Civic VX,16200,2019,1799,Comprehensive,32000,First Owner,Petrol,5,165,Sedan,Mumbai,1,0
15787,2012 Maruti Swift Dzire VXI,4200,2012,1197,Third Party,48866,First Owner,Petrol,5,2085,Sedan,Mumbai,0,1
15788,2020 Hyundai Venue S BSIV,10200,2020,1197,Third Party,19920,First Owner,Petrol,5,1752,SUV,Mumbai,0,1
15789,2020 Kia Seltos GTX DCT,18300,2020,1353,Comprehensive,33000,First Owner,Petrol,5,162,SUV,Mumbai,1,0
15790,2020 Tata Harrier XZA Plus AT BSVI,24900,2020,1956,Comprehensive,15700,First Owner,Diesel,5,146,SUV,Mumbai,1,0
15791,2020 Hyundai Creta 1.4 E Plus CRDi,13139,2020,1396,Comprehensive,44515,First Owner,Diesel,5,221,SUV,Mumbai,0,1
15792,2013 Honda Amaze VX i-Vtech,3959,2013,1198,Comprehensive,52075,First Owner,Petrol,5,18,Sedan,Mumbai,0,1
15793,2022 Kia Carens Luxury Plus Turbo DCT 6 STR 2022-2023,22740,2022,1353,Third Party,15500,First Owner,Petrol,6,165,MUV,Mumbai,1,0
15794,2016 Mahindra KUV 100 mFALCON G80 K2,4500,2016,1198,Third Party,39198,First Owner,Petrol,6,1815,SUV,Mumbai,0,1
15796,2020 Toyota Fortuner 2.8 4WD AT,43740,2020,2755,Third Party,54000,First Owner,Diesel,7,1504,SUV,Mumbai,1,0
15797,2021 Kia Sonet HTX Turbo iMT BSVI,12900,2021,998,Third Party,23000,First Owner,Petrol,5,182,SUV,Mumbai,0,1
15798,2018 BMW X1 sDrive 20d xLine,34500,2018,1995,Comprehensive,36000,First Owner,Diesel,5,2068,SUV,Mumbai,1,0
15799,2017 Jeep Compass 2.0 Longitude BSIV,13800,2017,1956,Third Party,28300,First Owner,Diesel,5,171,SUV,Mumbai,0,1
15800,2014 Hyundai EON Magna Plus,2820,2014,814,Third Party,26000,Second Owner,Petrol,5,211,Hatchback,Mumbai,0,1
15801,2017 Datsun RediGO T Option,2820,2017,799,Third Party,53000,First Owner,Petrol,5,227,Hatchback,Mumbai,0,1
15802,2016 Honda City i VTEC CVT SV,7380,2016,1497,Comprehensive,53100,First Owner,Petrol,5,18,Sedan,Mumbai,1,0
15803,2021 Maruti Celerio ZXI AMT,7560,2021,998,Comprehensive,6700,First Owner,Petrol,5,2163,Hatchback,Mumbai,1,0
15804,2009 BMW 5 Series 525i,6900,2009,2497,Third Party,88879,Third Owner,Petrol,5,108,Sedan,Mumbai,1,0
15805,2018 Tata Tiago 1.2 Revotron XZA,6540,2018,1199,Comprehensive,61100,First Owner,Petrol,5,2384,Hatchback,Mumbai,1,0
15806,2015 Audi A6 35 TDI Premium,26340,2015,1968,Comprehensive,61000,Second Owner,Diesel,5,1768,Sedan,Mumbai,1,0
15807,2011 Chevrolet Beat LS,1979,2011,1199,Third Party,14145,Second Owner,Petrol,5,186,Hatchback,Mumbai,0,1
15808,2022 Jeep Meridian Limited Opt AT BSVI,40788,2022,1956,Third Party,15000,First Owner,Diesel,7,157,SUV,Mumbai,1,0
15809,2015 Ford Ecosport 1.5 Ti VCT AT Titanium,7200,2015,1499,Comprehensive,51317,First Owner,Petrol,5,165,SUV,Mumbai,1,0
15811,2015 Maruti Ciaz ZXi Plus,7500,2015,1373,Comprehensive,42830,First Owner,Petrol,5,2073,Sedan,Mumbai,0,1
15812,2022 Jeep Compass Model S 4X4 Diesel AT BSVI,37079,2022,1956,Comprehensive,9900,First Owner,Diesel,5,149,SUV,Mumbai,1,0
15813,2022 Kia Seltos HTK Plus AT D,20279,2022,1493,Comprehensive,13000,First Owner,Diesel,5,178,SUV,Mumbai,1,0
15814,2013 Mini Cooper D,18000,2013,1998,Third Party,42000,First Owner,Diesel,5,238,Hatchback,Mumbai,1,0
15816,2015 Hyundai Santa Fe 4WD AT,16788,2015,2199,Third Party,90000,First Owner,Diesel,7,1301,SUV,Mumbai,1,0
15818,2017 Hyundai Creta 1.6 VTVT AT SX Plus,12600,2017,1591,Third Party,56000,Second Owner,Petrol,5,13,SUV,Mumbai,1,0
15819,2013 Hyundai i20 Asta 1.2,4740,2013,1197,Comprehensive,61000,Second Owner,Petrol,5,185,Hatchback,Mumbai,0,1
15820,2013 Audi A4 1.8 TFSI Premium Plus,12600,2013,1798,Comprehensive,34700,Third Owner,Petrol,5,1564,Sedan,Mumbai,1,0
15821,2014 Audi A6 35 TDI Premium,18600,2014,1968,Comprehensive,34500,Second Owner,Diesel,5,1768,Sedan,Mumbai,1,0
15823,2019 Kia Seltos HTX IVT G,16680,2019,1497,Comprehensive,23000,First Owner,Petrol,5,168,SUV,Mumbai,1,0
15824,2018 BMW 5 Series 520d Sport Line,51000,2018,1995,Comprehensive,21000,First Owner,Diesel,5,2248,Sedan,Mumbai,1,0
15825,2015 Hyundai Grand i10 Sportz,4740,2015,1197,Comprehensive,45000,First Owner,Petrol,5,189,Hatchback,Mumbai,0,1
15826,2017 Honda City SV MT,8700,2017,1497,Comprehensive,23641,First Owner,Petrol,5,174,Sedan,Mumbai,0,1
15827,2017 Volkswagen Vento 1.6 Highline Plus,7500,2017,1598,Comprehensive,39000,First Owner,Petrol,5,1609,Sedan,Mumbai,0,1
15828,2019 Renault Duster Petrol RXS,9420,2019,1498,Comprehensive,17000,First Owner,Petrol,5,1499,SUV,Mumbai,0,1
15830,2022 Maruti Ertiga ZXI Plus BSVI,14100,2022,1462,Comprehensive,13000,First Owner,Petrol,7,2051,MUV,Mumbai,0,1
15831,2022 Tata Altroz XZ Plus Diesel BSVI,11880,2022,1497,Comprehensive,14000,First Owner,Diesel,5,2364,Hatchback,Mumbai,0,1
15832,2016 Mercedes-Benz C-Class C 220 CDI Avantgarde,29400,2016,2143,Comprehensive,56800,First Owner,Diesel,5,1927,Sedan,Mumbai,1,0
15833,2016 Maruti Celerio Green VXI,4788,2016,998,Third Party,67534,First Owner,CNG,5,3179,Hatchback,Mumbai,0,1
15834,2018 Hyundai Creta 1.6 SX Automatic Diesel,15300,2018,1582,Comprehensive,20000,Third Owner,Diesel,5,176,SUV,Mumbai,1,0
15835,2018 Hyundai Creta 1.6 VTVT AT SX Plus,14100,2018,1591,Comprehensive,58000,First Owner,Petrol,5,13,SUV,Mumbai,1,0
15836,2014 Mercedes-Benz E-Class E250 CDI Avantgrade,21300,2014,2143,Comprehensive,66000,Second Owner,Diesel,5,13,Sedan,Mumbai,1,0
15837,2013 Volkswagen Vento Diesel Highline,5340,2013,1598,Comprehensive,52001,First Owner,Diesel,5,2054,Sedan,Mumbai,0,1
15838,2014 Hyundai i10 Asta AT,5388,2014,1197,Comprehensive,38000,Second Owner,Petrol,5,1695,Hatchback,Mumbai,1,0
15839,2021 Skoda Kushaq 1.5 TSI Style DSG,20700,2021,1498,Comprehensive,6000,First Owner,Petrol,5,1886,SUV,Mumbai,1,0
15840,2022 Mahindra Thar LX 4-Str Convert Top Diesel BSVI,19140,2022,2184,Third Party,9990,First Owner,Diesel,4,152,SUV,Mumbai,0,1
15841,2019 Maruti Alto K10 VXI AGS Optional,5220,2019,998,Comprehensive,31335,First Owner,Petrol,5,2395,Hatchback,Mumbai,1,0
15843,2014 Mercedes-Benz E-Class E 200 CGI,21300,2014,1991,Comprehensive,38000,Second Owner,Petrol,5,12,Sedan,Mumbai,1,0
15844,2019 Maruti Swift Dzire ZXI 1.2 BS IV,8580,2019,1197,Comprehensive,44666,First Owner,Petrol,5,22,Sedan,Mumbai,0,1
15845,2015 BMW 3 Series 320d Prestige,16680,2015,1995,Comprehensive,68200,Second Owner,Diesel,5,1888,Sedan,Mumbai,1,0
15848,2021 Hyundai Grand i10 Nios Turbo Sportz,7788,2021,998,Third Party,29000,First Owner,Petrol,5,207,Hatchback,Mumbai,0,1
15849,2017 Land Rover Range Rover Evoque 2.0 TD4 HSE,47400,2017,1999,Third Party,55830,First Owner,Diesel,5,1568,SUV,Mumbai,1,0
15850,2016 Maruti Ciaz VXi Plus,7080,2016,1373,Comprehensive,62000,First Owner,Petrol,5,2073,Sedan,Mumbai,0,1
15851,2011 Mahindra Xylo E4,2940,2011,2498,Third Party,73000,Second Owner,Diesel,7,14,MUV,Mumbai,0,1
15852,2014 Audi A6 2.0 TDI Premium Plus,18600,2014,1968,Comprehensive,70200,First Owner,Diesel,5,1768,Sedan,Mumbai,1,0
15853,2018 Tata Tiago Wizz 1.2 Revotron,4932,2018,1199,Third Party,65511,First Owner,Petrol,5,2384,Hatchback,Mumbai,0,1
15854,2022 Kia Carens Prestige Plus Turbo 2022-2023,20040,2022,1353,Third Party,9000,First Owner,Petrol,7,162,MUV,Mumbai,0,1
15855,2015 Mercedes-Benz B Class B180 Sport,11880,2015,1595,Comprehensive,67850,Third Owner,Petrol,5,148,Hatchback,Mumbai,1,0
15857,2015 Maruti Swift Dzire VDI,7020,2015,1248,Comprehensive,75000,First Owner,Diesel,5,2659,Sedan,Mumbai,0,1
15858,2020 Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,34500,2020,2198,Comprehensive,88086,First Owner,Diesel,7,1262,SUV,Mumbai,1,0
15861,2018 Volvo S90 D4 Inscription BSIV,47400,2018,1969,Comprehensive,45000,First Owner,Diesel,5,18,Sedan,Mumbai,1,0
15862,2017 BMW 3 Series 320d Luxury Line,24600,2017,1995,Comprehensive,52390,Second Owner,Diesel,5,2269,Sedan,Mumbai,1,0
15864,2016 Mercedes-Benz GLA Class 200 CDI SPORT,18600,2016,2143,Comprehensive,73700,Second Owner,Diesel,5,179,SUV,Mumbai,1,0
15865,2018 Mercedes-Benz C-Class C 200 AVANTGARDE,34200,2018,1991,Comprehensive,41000,Second Owner,Petrol,5,1474,Sedan,Mumbai,1,0
15866,2017 Ford Aspire 1.2 Ti-VCT Titanium,5340,2017,1196,Comprehensive,53091,First Owner,Petrol,5,1816,Sedan,Mumbai,0,1
15867,2018 Volvo XC 90 D5 Inscription BSIV,59400,2018,1969,Comprehensive,70000,First Owner,Diesel,7,172,SUV,Mumbai,1,0
15869,2012 Chevrolet Cruze LTZ,3900,2012,1991,Third Party,88000,Second Owner,Diesel,5,183,Sedan,Mumbai,0,1
15870,2010 Hyundai i20 1.4 CRDi Asta,2820,2010,1396,Third Party,110000,Third Owner,Diesel,5,23,Hatchback,Mumbai,0,1
15871,2017 Hyundai Creta 1.6 CRDi AT SX Plus,13800,2017,1582,Comprehensive,81400,First Owner,Diesel,5,1701,SUV,Mumbai,1,0
15872,2016 Jaguar XF 2.0 Petrol Portfolio,27876,2016,1997,Comprehensive,67000,First Owner,Petrol,5,108,Sedan,Mumbai,1,0
15873,2012 Maruti Swift VDI,4740,2012,1248,Comprehensive,71000,First Owner,Diesel,5,229,Hatchback,Mumbai,0,1
15875,2018 Skoda Octavia 1.8 TSI AT L K,20087,2018,1798,Comprehensive,24000,First Owner,Petrol,5,151,Sedan,Mumbai,1,0
15876,2018 Mercedes-Benz GLA Class 220 d 4MATIC,30960,2018,2143,Comprehensive,52000,First Owner,Diesel,5,179,SUV,Mumbai,1,0
15877,2014 Honda City i VTEC V,6252,2014,1497,Comprehensive,62002,First Owner,Petrol,5,174,Sedan,Mumbai,0,1
15878,2019 Tata Hexa XTA,17052,2019,2179,Comprehensive,82000,First Owner,Diesel,7,176,MUV,Mumbai,1,0
15879,2017 Hyundai Verna 1.6 VTVT AT SX,7740,2017,1591,Comprehensive,66552,First Owner,Petrol,5,1701,Sedan,Mumbai,1,0
15880,2016 Hyundai Verna 1.6 SX VTVT,7680,2016,1591,Comprehensive,49000,Second Owner,Petrol,5,1701,Sedan,Mumbai,0,1
15881,2018 Hyundai Elantra 2.0 SX AT,14220,2018,1999,Comprehensive,66000,First Owner,Petrol,5,1462,Sedan,Mumbai,1,0
15882,2015 Audi A3 35 TDI Premium,17100,2015,1968,Comprehensive,47700,First Owner,Diesel,5,2038,Sedan,Mumbai,1,0
15883,2021 Ford Endeavour Titanium Plus 4X4 AT,39600,2021,1996,Comprehensive,42500,First Owner,Diesel,7,124,SUV,Mumbai,1,0
15884,2017 Honda Amaze VX Petrol,6840,2017,1199,Comprehensive,39000,First Owner,Petrol,5,186,Sedan,Mumbai,0,1
15885,2021 Toyota Innova Crysta 2.4 ZX 7 STR,33000,2021,2393,Comprehensive,27911,First Owner,Diesel,7,12,MUV,Mumbai,0,1
15886,2016 Honda Brio S MT,4200,2016,1198,Comprehensive,49121,First Owner,Petrol,5,194,Hatchback,Mumbai,0,1
15887,2017 Maruti Ciaz ZDi Plus SHVS,8460,2017,1248,Comprehensive,58000,First Owner,Diesel,5,2809,Sedan,Mumbai,0,1
15888,2013 Maruti Swift VDI,5220,2013,1248,Comprehensive,45000,First Owner,Diesel,5,229,Hatchback,Mumbai,0,1
15889,2018 Toyota Innova Crysta 2.4 VX MT BSIV,22932,2018,2393,Comprehensive,68800,First Owner,Diesel,7,1368,MUV,Mumbai,0,1
15890,2022 Honda City VX CVT,16788,2022,1498,Third Party,22910,First Owner,Petrol,5,184,Sedan,Mumbai,1,0
15891,2009 Mercedes-Benz C-Class 230 Avantgarde,6300,2009,1796,Comprehensive,86500,Second Owner,Petrol,5,117,Sedan,Mumbai,1,0
15894,2012 Honda Brio S Option AT,3780,2012,1198,Comprehensive,60526,Second Owner,Petrol,5,165,Hatchback,Mumbai,1,0
15895,2015 Hyundai i20 Magna 1.2,6252,2015,1197,Comprehensive,59000,First Owner,Petrol,5,186,Hatchback,Mumbai,0,1
15897,2013 Mercedes-Benz C-Class C 200 CGI,9180,2013,1991,Comprehensive,84806,Third Owner,Petrol,5,1474,Sedan,Mumbai,1,0
15899,2019 Honda City i-DTEC V,11412,2019,1498,Comprehensive,42883,First Owner,Diesel,5,256,Sedan,Mumbai,0,1
15900,2016 Volkswagen Vento 1.6 Comfortline,7440,2016,1598,Comprehensive,56973,First Owner,Petrol,5,1609,Sedan,Mumbai,0,1
15901,2016 Volkswagen Vento 1.2 TSI Comfortline AT,7440,2016,1197,Comprehensive,53960,First Owner,Petrol,5,1819,Sedan,Mumbai,1,0
15902,2013 Honda City 1.5 S AT,5412,2013,1497,Comprehensive,65000,First Owner,Petrol,5,168,Sedan,Mumbai,1,0
15903,2021 MG Hector Sharp DCT,20940,2021,1451,Third Party,29900,First Owner,Petrol,5,1396,SUV,Mumbai,1,0
15904,2014 Volkswagen Polo 1.2 MPI Highline,5460,2014,1199,Comprehensive,57885,First Owner,Petrol,5,162,Hatchback,Mumbai,0,1
15905,2018 Maruti Ciaz 1.4 AT Alpha,10500,2018,1373,Third Party,43572,First Owner,Petrol,5,1912,Sedan,Mumbai,1,0
15906,2017 Mercedes-Benz E-Class E250 Edition E,28787,2017,2143,Comprehensive,62000,First Owner,Diesel,5,15,Sedan,Mumbai,1,0
15907,2018 Skoda Rapid 1.6 MPI Ambition BSIV,7080,2018,1598,Third Party,49000,First Owner,Petrol,5,1541,Sedan,Mumbai,0,1
15908,2016 Maruti Baleno Delta,7500,2016,1197,Comprehensive,54406,First Owner,Petrol,5,2101,Hatchback,Mumbai,0,1
15909,2022 Maruti XL6 Zeta AT BSVI,16740,2022,1462,Third Party,9800,First Owner,Petrol,6,2027,MUV,Mumbai,1,0
15910,2021 Honda WR-V VX Diesel,13740,2021,1498,Third Party,26000,First Owner,Diesel,5,237,SUV,Mumbai,0,1
15911,2018 Honda Amaze V CVT Petrol BSIV,9300,2018,1199,Third Party,15000,First Owner,Petrol,5,19,Sedan,Mumbai,1,0
15912,2022 MG Astor Sharp CVT BSVI,18900,2022,1498,Comprehensive,23200,First Owner,Petrol,5,1482,SUV,Mumbai,1,0
15913,2018 Hyundai i20 Asta 1.2,8700,2018,1197,Third Party,34545,First Owner,Petrol,5,185,Hatchback,Mumbai,0,1
15914,2015 Ford Ecosport 1.5 Petrol Titanium AT,6252,2015,1496,Comprehensive,63000,First Owner,Petrol,5,147,SUV,Mumbai,1,0
15916,2019 Maruti Celerio VXI CNG,6300,2019,998,Third Party,33600,Second Owner,CNG,5,3047,Hatchback,Mumbai,0,1
15917,2014 Volkswagen Polo 1.2 MPI Highline,5460,2014,1199,Comprehensive,57885,First Owner,Petrol,5,162,Hatchback,Mumbai,0,1
15919,2017 Mercedes-Benz GLA Class 200 Sport,25800,2017,1991,Comprehensive,47000,Second Owner,Petrol,5,137,SUV,Mumbai,1,0
15921,2018 Audi Q5 35TDI,47400,2018,1968,Third Party,71000,First Owner,Diesel,5,1701,SUV,Mumbai,1,0
15922,2021 Jeep Compass 2.0 Limited 4X4 Opt Diesel AT BSVI,32340,2021,1956,Third Party,27000,First Owner,Diesel,5,149,SUV,Mumbai,1,0
15923,2016 Hyundai Creta 1.6 VTVT SX Plus Dual Tone,11940,2016,1591,Third Party,64850,First Owner,Petrol,5,1529,SUV,Mumbai,0,1
15924,2014 Mercedes-Benz C-Class C 200 CGI Elegance,15300,2014,1796,Comprehensive,27000,Third Owner,Petrol,5,1174,Sedan,Mumbai,1,0
15926,2013 Mercedes-Benz E-Class 220 CDI,11700,2013,2143,Comprehensive,70000,First Owner,Diesel,5,10,Sedan,Mumbai,1,0
15927,2015 Honda Mobilio S i-DTEC,7740,2015,1498,Comprehensive,63710,First Owner,Diesel,7,242,MUV,Mumbai,0,1
15928,2016 Datsun GO Plus T BSIV,4020,2016,1198,Third Party,47180,First Owner,Petrol,7,1944,MUV,Mumbai,0,1
15929,2019 Maruti Ciaz Alpha AT BSVI,10788,2019,1462,Comprehensive,42608,First Owner,Petrol,5,2004,Sedan,Mumbai,1,0
15930,2013 BMW 5 Series 520d Luxury Line,16800,2013,1995,Comprehensive,52000,First Owner,Diesel,5,1812,Sedan,Mumbai,1,0
15931,2016 Maruti Wagon R VXI,5220,2016,998,Comprehensive,3200,First Owner,Petrol,5,2179,Hatchback,Mumbai,0,1
15932,2016 Mercedes-Benz E-Class E250 CDI Avantgarde,25200,2016,2143,Comprehensive,64000,First Owner,Diesel,5,13,Sedan,Mumbai,1,0
15933,2019 Mahindra XUV500 W11 Option AT,20940,2019,2179,Comprehensive,40000,First Owner,Diesel,7,151,SUV,Mumbai,1,0
15934,2015 Hyundai Creta 1.4 CRDi S,10500,2016,1396,Comprehensive,68000,First Owner,Diesel,5,2138,SUV,Mumbai,0,1
15935,2013 BMW 5 Series 520d Luxury Line,17400,2013,1995,Third Party,79000,Second Owner,Diesel,5,1812,Sedan,Mumbai,1,0
15936,2020 Maruti Baleno Alpha CVT,10740,2020,1197,Third Party,14000,First Owner,Petrol,5,1956,Hatchback,Mumbai,1,0
15937,2022 Maruti Wagon R LXI CNG BSVI,8100,2022,998,Third Party,7800,First Owner,CNG,5,3405,Hatchback,Mumbai,0,1
15940,2017 Hyundai i20 Active 1.2 S,6900,2017,1197,Third Party,60002,Second Owner,Petrol,5,1719,Hatchback,Mumbai,0,1
15941,2015 Honda City i VTEC CVT SV,7500,2015,1497,Comprehensive,55102,First Owner,Petrol,5,18,Sedan,Mumbai,1,0
15942,2017 Audi Q3 35 TDI Quattro Premium Plus,23700,2017,1968,Comprehensive,58000,Second Owner,Diesel,5,1517,SUV,Mumbai,1,0
15943,2018 Hyundai Verna CRDi 1.6 AT SX Option,13139,2018,1582,Third Party,69872,First Owner,Diesel,5,22,Sedan,Mumbai,1,0
15944,2018 Ford Ecosport 1.5 Petrol Titanium Plus AT,9540,2018,1496,Comprehensive,27000,First Owner,Petrol,5,147,SUV,Mumbai,1,0
15946,2015 Honda City i VTEC CVT SV,7500,2015,1497,Comprehensive,55000,First Owner,Petrol,5,18,Sedan,Mumbai,1,0
15947,2019 Toyota Innova Crysta 2.8 ZX AT BSIV,25020,2019,2755,Comprehensive,119000,First Owner,Diesel,7,1136,MUV,Mumbai,1,0
15948,2017 Honda City i VTEC V,8700,2017,1497,Comprehensive,48000,First Owner,Petrol,5,178,Sedan,Mumbai,0,1
15949,2016 Maruti Wagon R VXI,4740,2016,998,Third Party,32054,First Owner,Petrol,5,189,Hatchback,Mumbai,0,1
15950,2018 Hyundai i20 Asta Option CVT,8100,2018,1197,Comprehensive,29000,Second Owner,Petrol,5,174,Hatchback,Mumbai,1,0
15951,2018 Toyota Fortuner 2.8 2WD MT,35400,2018,2755,Third Party,59252,First Owner,Diesel,7,1424,SUV,Mumbai,0,1
15952,2016 Maruti Wagon R AMT VXI,4788,2016,998,Third Party,23305,First Owner,Petrol,5,2051,Hatchback,Mumbai,1,0
15953,2018 Maruti Baleno 1.2 CVT Zeta,8940,2018,1197,Comprehensive,32647,First Owner,Petrol,5,214,Hatchback,Mumbai,1,0
15954,2016 Maruti Wagon R VXI,4620,2016,998,Comprehensive,28000,First Owner,Petrol,5,2179,Hatchback,Mumbai,0,1
15956,2016 Jaguar XE Portfolio,22800,2016,1999,Comprehensive,21000,Second Owner,Petrol,5,135,Sedan,Mumbai,1,0
15958,2021 Maruti XL6 Zeta AT,15000,2021,1462,Third Party,11000,First Owner,Petrol,6,1799,MUV,Mumbai,1,0
15960,2017 Renault KWID RXL,4140,2017,799,Third Party,8856,First Owner,Petrol,5,2225,Hatchback,Mumbai,0,1
15961,2019 Honda WR-V i-VTEC S,8940,2019,1199,Comprehensive,54302,First Owner,Petrol,5,175,SUV,Mumbai,0,1
15963,2013 Renault Duster 85PS Diesel RxL Option,6180,2013,1461,Comprehensive,80052,First Owner,Diesel,5,1987,SUV,Mumbai,0,1
15964,2021 Hyundai i20 Asta Opt Turbo DCT DT BSVI,13740,2021,998,Third Party,7500,First Owner,Petrol,5,2028,Hatchback,Mumbai,1,0
15966,2019 BMW X1 sDrive20d Expedition,33000,2019,1995,Comprehensive,52000,First Owner,Diesel,5,2068,SUV,Mumbai,1,0
15968,2018 Tata Tiago 1.2 Revotron XZA,5700,2018,1199,Comprehensive,58000,First Owner,Petrol,5,2384,Hatchback,Mumbai,1,0
15969,2014 Ford Ecosport 1.5 DV5 MT Titanium,6252,2014,1498,Comprehensive,70000,First Owner,Diesel,5,227,SUV,Mumbai,0,1
15970,2019 Maruti Ciaz Alpha Automatic BSIV,11339,2019,1462,Third Party,29500,First Owner,Petrol,5,2028,Sedan,Mumbai,1,0
15971,2021 Jeep Compass 2.0 Limited Opt Diesel BSVI,28740,2021,1956,Third Party,16500,First Owner,Diesel,5,171,SUV,Mumbai,0,1
15973,2016 Audi A6 35 TDI,27300,2016,1968,Comprehensive,65600,Second Owner,Diesel,5,1853,Sedan,Mumbai,1,0
15974,2017 Honda City i-VTEC CVT V,9720,2017,1497,Comprehensive,36000,First Owner,Petrol,5,18,Sedan,Mumbai,1,0
15975,2019 Ford Ecosport 1.5 Petrol Titanium AT,10788,2019,1496,Comprehensive,29000,First Owner,Petrol,5,147,SUV,Mumbai,1,0
15976,2014 Mercedes-Benz E-Class E 200 CGI,20279,2014,1991,Comprehensive,52000,Second Owner,Petrol,5,12,Sedan,Mumbai,1,0
15981,2018 Mercedes-Benz CLA Urban Sport 200,31500,2018,1991,Comprehensive,20000,First Owner,Petrol,5,1504,Sedan,Mumbai,1,0
15982,2018 Skoda Octavia 1.8 TSI AT L K,20279,2018,1798,Comprehensive,39000,First Owner,Petrol,5,151,Sedan,Mumbai,1,0
15983,2017 Skoda Kodiaq 2.0 TDI Style,33000,2017,1968,Comprehensive,25000,First Owner,Diesel,7,1625,SUV,Mumbai,1,0
15984,2018 Volkswagen Polo 1.0 MPI Comfortline BSIV,7500,2018,999,Third Party,17000,First Owner,Petrol,5,1878,Hatchback,Mumbai,0,1
15985,2015 Land Rover Discovery Sport TD4 HSE,29400,2015,1999,Comprehensive,110000,Second Owner,Diesel,5,1263,SUV,Mumbai,1,0
15987,2017 Maruti Ciaz 1.4 Zeta,7800,2017,1373,Third Party,53735,First Owner,Petrol,5,2073,Sedan,Mumbai,0,1
15988,2016 Maruti Baleno 1.2 Delta,5940,2016,1197,Third Party,45000,Second Owner,Petrol,5,214,Hatchback,Mumbai,0,1
15989,2015 BMW X3 xDrive20d xLine,28500,2015,1995,Comprehensive,51100,Second Owner,Diesel,5,1856,SUV,Mumbai,1,0
15990,2018 Tata Nexon 1.2 Revotron XM,8340,2018,1198,Third Party,17000,First Owner,Petrol,5,17,SUV,Mumbai,0,1
15991,2020 Mahindra Alturas G4 4X4 AT BSIV,32340,2020,2157,Third Party,28000,First Owner,Diesel,7,1205,SUV,Mumbai,1,0
15992,2022 Kia Carens Prestige Plus Turbo DCT 2022-2023,20700,2022,1353,Third Party,6500,First Owner,Petrol,7,165,MUV,Mumbai,1,0
15993,2016 Jaguar XF 2.0 Petrol Portfolio,28500,2016,1997,Comprehensive,68000,First Owner,Petrol,5,108,Sedan,Mumbai,1,0
15995,2017 Audi A3 35 TFSI Premium Plus,25800,2017,1395,Comprehensive,46800,First Owner,Petrol,5,192,Sedan,Mumbai,1,0
15996,2018 Jaguar F-Pace Prestige 2.0 AWD,53700,2018,1999,Comprehensive,43000,Second Owner,Diesel,5,1638,SUV,Mumbai,1,0
15997,2017 Mercedes-Benz GLC 220d 4MATIC Sport,43632,2017,2143,Comprehensive,49900,Second Owner,Diesel,5,179,SUV,Mumbai,1,0
15998,2019 Toyota Fortuner 2.8 2WD AT,43080,2019,2755,Comprehensive,44500,First Owner,Diesel,7,129,SUV,Mumbai,1,0
15999,2020 Kia Seltos HTK Plus AT D,17940,2020,1493,Comprehensive,29634,First Owner,Diesel,5,178,SUV,Mumbai,1,0
16000,2018 Mercedes-Benz GLE 250d,51600,2018,2143,Comprehensive,72700,First Owner,Diesel,5,179,SUV,Mumbai,1,0
16001,2019 Audi A3 35 TFSI Premium Plus,29760,2019,1395,Comprehensive,33000,First Owner,Petrol,5,192,Sedan,Mumbai,1,0
16002,2017 Jaguar XJ 2.0L Portfolio,50400,2017,1999,Comprehensive,59600,Second Owner,Petrol,5,943,Sedan,Mumbai,1,0
16003,2018 Skoda Kodiaq 2.0 TDI Style,33420,2018,1968,Comprehensive,51089,First Owner,Diesel,7,1625,SUV,Mumbai,1,0
16004,2015 Hyundai Verna 1.6 SX VTVT AT,7860,2015,1591,Third Party,53795,First Owner,Petrol,5,1574,Sedan,Mumbai,1,0
16005,2017 Honda City i VTEC V,8100,2017,1497,Third Party,72791,First Owner,Petrol,5,174,Sedan,Mumbai,0,1
16006,2017 Honda City VX MT,8100,2017,1497,Third Party,71910,First Owner,Petrol,5,174,Sedan,Mumbai,0,1
16007,2017 Honda City VX MT,8940,2017,1497,Third Party,70699,First Owner,Petrol,5,174,Sedan,Mumbai,0,1
16009,2017 Honda City i VTEC VX,8940,2017,1497,Comprehensive,70693,First Owner,Petrol,5,174,Sedan,Mumbai,0,1
16010,2014 BMW 3 Series 320d Prestige,14100,2014,1995,Comprehensive,65000,Third Owner,Diesel,5,1888,Sedan,Mumbai,1,0
16012,2018 Hyundai Verna CRDi 1.6 SX Option,11700,2018,1582,Comprehensive,90000,First Owner,Diesel,5,22,Sedan,Mumbai,0,1
16013,2015 Honda City i VTEC SV,6780,2015,1497,Third Party,51000,Second Owner,Petrol,5,174,Sedan,Mumbai,0,1
16014,2019 Hyundai Verna 1.6 SX VTVT,10740,2019,1591,Comprehensive,40873,First Owner,Petrol,5,1701,Sedan,Mumbai,0,1
